856	19006979	10
856	7412236	10
856	89847	10
856	8841749	9
856	20640	9
856	22194	7
856	288526	7
856	25122	7
856	21694	6
856	300594	9
856	21492980	8
856	3677824	9
856	6963544	9
856	19769652	9
856	3677871	9
856	15183570	9
856	288487	8
856	15233899	9
856	18660937	8
856	18660940	8
856	18660976	8
856	13111192	8
856	25231	9
856	47086	8
856	17841938	8
856	4982675	7
856	172648	7
856	218232	9
19001	17416342	9
19001	7514833	9
19001	3747	10
19001	29656	10
19001	33982	10
19001	18890	10
19001	22194	9
19001	20288	9
19001	75458	9
19001	33941	9
19001	33879	9
19001	2289648	9
19001	208068	9
19001	75433	9
19001	34064	9
19001	21291657	9
19001	23347	9
19001	1717746	9
19001	3060584	9
19001	1275656	9
19001	984882	9
19001	15215	9
19001	185041	8
19001	43941	9
19001	2712500	9
19001	18717338	0
19001	1136363	0
19001	8841385	5
19001	7221195	0
19001	29252	0
19001	12055604	9
19001	81601	6
19001	13980768	9
19001	102226	0
19001	9317	0
19001	20268	9
19001	20287	9
19001	508666	0
19001	186612	0
19001	25784	0
19001	2595751	0
19001	292941	0
19001	24458	0
19001	17846	0
19001	5488304	0
19001	21378368	0
19001	2346156	0
19006979	21347643	8
19006979	20640	8
19006979	21492980	9
19006979	3677871	9
19006979	7412236	8
19006979	4467226	9
19006979	88572	9
19006979	8841385	9
19006979	3677824	9
19006979	15183570	9
19006979	18890	4
19006979	24281	8
19006979	21039500	7
19006979	22194	4
19006979	18457137	10
19006979	12293	8
19006979	2606967	8
19006979	2606898	8
19006979	645471	8
19006979	453275	8
19006979	4158	8
19006979	1701911	8
19006979	5922073	8
19006979	645231	9
19006979	24498581	9
19006979	1196694	9
19006979	983940	9
19006979	1196708	9
19006979	19769652	9
19006979	370320	7
19006979	31725590	7
19006979	25122	9
19006979	511730	8
19006979	148742	3
19006979	33640553	5
19006979	240583	0
19006979	1178063	3
19006979	19001	2
19006979	5042706	0
19006979	25427	0
19006979	32070	0
15573	37652	9
15573	30057	9
15573	800	8
15573	2802	7
15573	22722	8
15573	14183	7
15573	18985	8
15573	46396	8
15573	26538695	7
15573	46496	7
15573	186932	9
15573	15606	9
15573	34392	8
15573	179750	8
15573	61757	8
15573	524618	8
15573	30212391	8
15573	214011	8
15573	179770	8
15573	80313	8
